"","x"
"2499",1
"2500",1
"2501",1
"2502",1
"2503",1
"2504",1
"2505",1
"2506",1
"2507",1
"2508",1
"2509",1
"2510",1
"2511",1
"2512",1
"2513",1
"2514",1
"2515",1
"2516",1
"2517",1
"2518",1
"2519",1
"2520",1
"2521",1
"2522",1
"2523",1
"2524",1
"2525",1
"2526",1
"2527",1
"2528",1
"2529",1
"2530",1
"2531",1
"2532",1
"2533",1
"2534",1
"2535",1
"2536",1
"2537",1
"2538",1
"2539",1
"2540",1
"2541",1
"2542",1
"2543",1
"2544",1
"2545",1
"2546",1
"2547",1
"2548",1
"2549",1
"2550",1
"2551",1
"2552",1
"2553",1
"2554",1
"2555",1
"2556",0
"2557",0
"2558",0
"2559",0
"2560",0
"2561",0
"2562",0
"2563",0
"2564",0
"2565",0
"2566",0
"2567",0
"2568",0
"2569",0
"2570",1
"2571",1
"2572",1
"2573",1
"2574",1
"2575",1
"2576",1
"2577",1
"2578",1
"2579",1
"2580",1
"2581",1
"2582",1
"2583",1
"2584",1
"2585",1
"2586",1
"2587",1
"2588",1
"2589",1
"2590",1
"2591",1
"2592",1
"2593",1
"2594",1
"2595",1
"2596",1
"2597",1
"2598",1
"2599",1
"2600",1
"2601",1
"2602",1
"2603",1
"2604",1
"2605",1
"2606",1
"2607",1
"2608",1
"2609",1
"2610",1
"2611",1
"2612",1
"2613",1
"2614",1
"2615",1
"2616",1
"2617",1
"2618",1
"2619",1
"2620",1
"2621",1
"2622",1
"2623",1
"2624",1
"2625",1
"2626",1
"2627",1
"2628",1
"2629",1
"2630",1
"2631",1
"2632",1
"2633",1
"2634",1
"2635",1
"2636",1
"2637",1
"2638",1
"2639",1
"2640",1
"2641",1
"2642",1
"2643",1
"2644",1
"2645",1
"2646",1
"2647",1
"2648",1
"2649",1
"2650",1
"2651",1
"2652",1
"2653",1
"2654",1
"2655",1
"2656",1
"2657",1
"2658",1
"2659",1
"2660",1
"2661",1
"2662",1
"2663",1
"2664",1
"2665",1
"2666",1
"2667",1
"2668",1
"2669",1
"2670",1
"2671",1
"2672",1
"2673",1
"2674",1
"2675",1
"2676",1
"2677",1
"2678",1
"2679",1
"2680",1
"2681",1
"2682",1
"2683",1
"2684",1
"2685",1
"2686",1
"2687",1
"2688",1
"2689",1
"2690",1
"2691",1
"2692",1
"2693",1
"2694",1
"2695",1
"2696",1
"2697",1
"2698",1
"2699",1
"2700",1
"2701",1
"2702",1
"2703",1
"2704",1
"2705",1
"2706",1
"2707",1
"2708",1
"2709",1
"2710",1
"2711",1
"2712",1
"2713",1
"2714",1
"2715",1
"2716",1
"2717",1
"2718",1
"2719",1
"2720",1
"2721",1
"2722",1
"2723",1
"2724",1
"2725",1
"2726",1
"2727",1
"2728",1
"2729",1
"2730",1
"2731",1
"2732",1
"2733",1
"2734",1
"2735",1
"2736",1
"2737",1
"2738",1
"2739",1
"2740",1
"2741",1
"2742",1
"2743",1
"2744",1
"2745",1
"2746",1
"2747",1
"2748",1
"2749",1
"2750",1
"2751",1
"2752",1
"2753",1
"2754",1
"2755",1
"2756",1
"2757",1
"2758",1
"2759",1
"2760",1
"2761",1
"2762",1
"2763",1
"2764",1
"2765",1
"2766",1
"2767",1
"2768",1
"2769",1
"2770",1
"2771",1
"2772",1
"2773",1
"2774",1
"2775",1
"2776",1
"2777",1
"2778",1
"2779",1
"2780",1
"2781",1
"2782",1
"2783",1
"2784",1
"2785",1
"2786",1
"2787",1
"2788",1
"2789",1
"2790",1
"2791",1
"2792",1
"2793",1
"2794",1
"2795",1
"2796",1
"2797",1
"2798",1
"2799",1
"2800",1
"2801",1
"2802",1
"2803",1
"2804",1
"2805",1
"2806",1
"2807",1
"2808",1
"2809",1
"2810",1
"2811",1
"2812",1
"2813",1
"2814",1
"2815",1
"2816",1
"2817",1
"2818",1
"2819",1
"2820",1
"2821",1
"2822",1
"2823",1
"2824",1
"2825",1
"2826",1
"2827",1
"2828",1
"2829",1
"2830",1
"2831",1
"2832",1
"2833",1
"2834",1
"2835",1
"2836",1
"2837",1
"2838",1
"2839",1
"2840",1
"2841",1
"2842",1
"2843",1
"2844",1
"2845",1
"2846",1
"2847",1
"2848",1
"2849",1
"2850",1
"2851",1
"2852",1
"2853",1
"2854",1
"2855",1
"2856",1
"2857",1
"2858",1
"2859",1
"2860",1
"2861",1
"2862",1
"2863",1
"2864",1
"2865",1
"2866",1
"2867",1
"2868",1
"2869",1
"2870",1
"2871",1
"2872",1
"2873",1
"2874",1
"2875",1
"2876",1
"2877",1
"2878",1
"2879",1
"2880",1
"2881",1
"2882",1
"2883",1
"2884",1
"2885",1
"2886",1
"2887",1
"2888",1
"2889",1
"2890",1
"2891",1
"2892",1
"2893",1
"2894",1
"2895",1
"2896",1
"2897",1
"2898",1
"2899",1
"2900",1
"2901",1
"2902",1
"2903",1
"2904",1
"2905",1
"2906",1
"2907",1
"2908",1
"2909",1
"2910",1
"2911",1
"2912",1
"2913",1
"2914",1
"2915",1
"2916",1
"2917",1
"2918",1
"2919",1
"2920",1
"2921",1
"2922",1
"2923",1
"2924",1
"2925",1
"2926",1
"2927",1
"2928",1
"2929",1
"2930",1
"2931",1
"2932",1
"2933",1
"2934",1
"2935",1
"2936",1
"2937",1
"2938",1
"2939",1
"2940",1
"2941",1
"2942",1
"2943",1
"2944",1
"2945",1
"2946",1
"2947",1
"2948",1
"2949",1
"2950",1
"2951",1
"2952",1
"2953",1
"2954",1
"2955",1
"2956",1
"2957",1
"2958",1
"2959",1
"2960",1
"2961",1
"2962",1
"2963",1
"2964",1
"2965",1
"2966",1
"2967",1
"2968",1
"2969",1
"2970",1
"2971",1
"2972",1
"2973",1
"2974",1
"2975",1
"2976",1
"2977",0
"2978",0
"2979",0
"2980",0
"2981",0
"2982",0
"2983",0
"2984",0
"2985",0
"2986",0
"2987",0
"2988",0
"2989",0
"2990",0
"2991",0
"2992",0
"2993",0
"2994",0
"2995",0
"2996",0
"2997",0
"2998",0
"2999",0
"3000",0
"3001",0
"3002",0
"3003",0
"3004",0
"3005",0
"3006",0
"3007",0
"3008",0
"3009",0
"3010",0
"3011",0
"3012",0
"3013",0
"3014",0
"3015",0
"3016",0
"3017",0
"3018",0
"3019",0
"3020",0
"3021",0
"3022",0
"3023",0
"3024",0
"3025",0
"3026",0
"3027",0
"3028",0
"3029",0
"3030",0
"3031",0
"3032",0
"3033",0
"3034",0
"3035",0
"3036",0
"3037",0
"3038",0
"3039",0
"3040",0
"3041",0
"3042",0
"3043",0
"3044",0
"3045",0
"3046",0
"3047",0
"3048",0
"3049",0
"3050",0
"3051",0
"3052",0
"3053",0
"3054",0
"3055",0
"3056",0
"3057",0
"3058",0
"3059",0
"3060",0
"3061",0
"3062",0
"3063",0
"3064",0
"3065",0
"3066",0
"3067",0
"3068",0
"3069",0
"3070",0
"3071",0
"3072",0
"3073",0
"3074",0
"3075",0
"3076",0
"3077",0
"3078",0
"3079",0
"3080",0
"3081",0
"3082",0
"3083",0
"3084",0
"3085",0
"3086",0
"3087",0
"3088",0
"3089",0
"3090",0
"3091",0
"3092",0
"3093",0
"3094",0
"3095",0
"3096",0
"3097",0
"3098",0
"3099",0
"3100",0
"3101",0
"3102",0
"3103",0
"3104",0
"3105",0
"3106",0
"3107",0
"3108",0
"3109",0
"3110",0
"3111",0
"3112",0
"3113",0
"3114",0
"3115",0
"3116",0
"3117",0
"3118",0
"3119",0
"3120",0
"3121",0
"3122",0
"3123",0
"3124",0
"3125",0
"3126",0
"3127",0
"3128",0
"3129",0
"3130",0
"3131",0
"3132",0
"3133",0
"3134",0
"3135",0
"3136",0
"3137",0
"3138",0
"3139",0
"3140",0
"3141",0
"3142",0
"3143",0
"3144",0
"3145",0
"3146",0
"3147",0
"3148",1
"3149",1
"3150",1
"3151",1
"3152",1
"3153",1
"3154",1
"3155",1
"3156",1
"3157",1
"3158",1
"3159",1
"3160",1
"3161",1
"3162",1
"3163",1
"3164",1
"3165",1
"3166",1
"3167",1
"3168",1
"3169",1
"3170",1
"3171",1
"3172",1
"3173",1
"3174",1
"3175",1
"3176",1
"3177",1
"3178",1
"3179",1
"3180",1
"3181",1
"3182",1
"3183",1
"3184",1
"3185",1
"3186",1
"3187",1
"3188",1
"3189",1
"3190",1
"3191",1
"3192",1
"3193",1
"3194",1
"3195",1
"3196",1
"3197",1
"3198",1
"3199",1
"3200",1
"3201",1
"3202",1
"3203",1
"3204",1
"3205",1
"3206",1
"3207",1
"3208",1
"3209",1
"3210",1
"3211",1
"3212",1
"3213",1
"3214",1
"3215",1
"3216",1
"3217",1
"3218",1
"3219",1
"3220",1
"3221",1
"3222",1
"3223",1
"3224",1
"3225",1
"3226",1
"3227",1
"3228",1
"3229",1
"3230",1
"3231",1
"3232",1
"3233",1
"3234",1
"3235",1
"3236",1
"3237",1
"3238",1
"3239",1
"3240",1
"3241",1
"3242",1
"3243",1
"3244",1
"3245",1
"3246",1
"3247",1
"3248",1
"3249",1
"3250",1
"3251",1
"3252",1
"3253",1
"3254",1
"3255",1
"3256",1
"3257",1
"3258",1
"3259",1
"3260",1
"3261",1
"3262",1
"3263",1
"3264",1
"3265",1
"3266",1
"3267",1
"3268",1
"3269",1
"3270",1
"3271",1
"3272",1
"3273",1
"3274",1
"3275",1
"3276",1
"3277",1
"3278",1
"3279",1
"3280",1
"3281",1
"3282",1
"3283",1
"3284",1
"3285",1
"3286",1
"3287",1
"3288",1
"3289",1
"3290",1
"3291",1
"3292",1
"3293",1
"3294",1
"3295",1
"3296",1
"3297",1
"3298",1
"3299",1
"3300",1
"3301",1
"3302",1
"3303",1
"3304",1
"3305",1
"3306",1
"3307",1
"3308",1
"3309",1
"3310",1
"3311",1
"3312",1
"3313",1
"3314",1
"3315",1
"3316",1
"3317",1
"3318",1
"3319",1
"3320",1
"3321",1
"3322",1
"3323",1
"3324",1
"3325",1
"3326",1
"3327",1
"3328",1
"3329",1
"3330",1
"3331",1
"3332",1
"3333",1
"3334",1
"3335",1
"3336",1
"3337",1
"3338",1
"3339",1
"3340",1
"3341",1
"3342",1
"3343",1
"3344",1
"3345",1
"3346",1
"3347",1
"3348",1
"3349",1
"3350",1
"3351",1
"3352",1
"3353",1
"3354",1
"3355",1
"3356",1
"3357",1
"3358",1
"3359",1
"3360",1
"3361",1
"3362",1
"3363",1
"3364",1
"3365",1
"3366",1
"3367",1
"3368",1
"3369",1
"3370",1
"3371",1
"3372",1
"3373",1
"3374",1
"3375",1
"3376",1
"3377",1
"3378",1
"3379",1
"3380",1
"3381",1
"3382",1
"3383",1
"3384",1
"3385",1
"3386",1
"3387",1
"3388",1
"3389",1
"3390",1
"3391",1
"3392",1
"3393",1
"3394",1
"3395",1
"3396",1
"3397",1
"3398",1
"3399",1
"3400",1
"3401",1
"3402",1
"3403",1
"3404",1
"3405",1
"3406",1
"3407",1
"3408",1
"3409",1
"3410",1
"3411",1
"3412",1
"3413",1
"3414",1
"3415",1
"3416",1
"3417",1
"3418",1
"3419",1
"3420",1
"3421",1
"3422",1
"3423",1
"3424",1
"3425",1
"3426",1
"3427",1
"3428",1
"3429",1
"3430",1
"3431",1
"3432",1
"3433",1
"3434",1
"3435",1
"3436",1
"3437",1
"3438",1
"3439",1
"3440",1
"3441",1
"3442",1
"3443",1
"3444",1
"3445",1
"3446",1
"3447",1
"3448",1
"3449",1
"3450",1
"3451",1
"3452",1
"3453",1
"3454",1
"3455",1
"3456",1
"3457",1
"3458",1
"3459",1
"3460",1
"3461",1
"3462",1
"3463",1
"3464",1
"3465",1
"3466",1
"3467",1
"3468",1
"3469",1
"3470",1
"3471",1
"3472",1
"3473",1
"3474",1
"3475",1
"3476",1
"3477",1
"3478",1
"3479",1
"3480",1
"3481",1
"3482",1
"3483",1
"3484",1
"3485",1
"3486",1
"3487",1
"3488",1
"3489",1
"3490",1
"3491",1
"3492",1
"3493",1
"3494",1
"3495",1
"3496",1
"3497",1
"3498",1
"3499",1
"3500",1
"3501",1
"3502",1
"3503",1
"3504",1
"3505",1
"3506",1
"3507",1
"3508",1
"3509",1
"3510",1
"3511",1
"3512",1
"3513",1
"3514",1
"3515",1
"3516",1
"3517",1
"3518",1
"3519",1
"3520",1
"3521",1
"3522",1
"3523",1
"3524",1
"3525",1
"3526",1
"3527",1
"3528",1
"3529",1
"3530",1
"3531",1
"3532",1
"3533",1
"3534",1
"3535",1
"3536",1
"3537",1
"3538",1
"3539",1
"3540",1
"3541",1
"3542",1
"3543",1
"3544",1
"3545",1
"3546",1
"3547",1
"3548",1
"3549",1
"3550",1
"3551",1
"3552",1
"3553",1
"3554",1
"3555",1
"3556",1
"3557",1
"3558",1
"3559",1
"3560",1
"3561",1
"3562",1
"3563",1
"3564",1
"3565",1
"3566",1
"3567",1
"3568",1
"3569",1
"3570",1
"3571",1
"3572",1
"3573",1
"3574",1
"3575",1
"3576",1
"3577",1
"3578",1
"3579",1
"3580",1
"3581",1
"3582",1
"3583",1
"3584",1
"3585",1
"3586",1
"3587",1
"3588",1
"3589",1
"3590",1
"3591",1
"3592",1
"3593",1
"3594",1
"3595",1
"3596",1
"3597",1
"3598",1
"3599",1
"3600",1
"3601",1
"3602",1
"3603",1
"3604",1
"3605",1
"3606",1
"3607",1
"3608",1
"3609",1
"3610",1
"3611",1
"3612",1
"3613",1
"3614",1
"3615",1
"3616",1
"3617",1
"3618",1
"3619",1
"3620",1
"3621",1
"3622",1
"3623",1
"3624",1
"3625",1
"3626",1
"3627",1
"3628",1
"3629",1
"3630",1
"3631",1
"3632",1
"3633",1
"3634",1
"3635",1
"3636",1
"3637",1
"3638",1
"3639",1
"3640",1
"3641",1
"3642",1
"3643",1
"3644",1
"3645",1
"3646",1
"3647",1
"3648",1
"3649",1
"3650",1
"3651",1
"3652",1
"3653",1
"3654",1
"3655",1
"3656",1
"3657",1
"3658",1
"3659",1
"3660",1
"3661",1
"3662",1
"3663",1
"3664",1
"3665",1
"3666",1
"3667",1
"3668",1
"3669",1
"3670",1
"3671",1
"3672",1
"3673",1
"3674",1
"3675",1
"3676",1
"3677",1
"3678",1
"3679",1
"3680",1
"3681",1
"3682",1
"3683",1
"3684",1
"3685",1
"3686",1
"3687",1
"3688",1
"3689",1
"3690",1
"3691",1
"3692",1
"3693",1
"3694",1
"3695",1
"3696",1
"3697",1
"3698",1
"3699",1
"3700",1
"3701",1
"3702",1
"3703",1
"3704",1
"3705",1
"3706",1
"3707",1
"3708",1
"3709",1
"3710",1
"3711",1
"3712",1
"3713",1
"3714",1
"3715",1
"3716",1
"3717",1
"3718",1
"3719",1
"3720",1
"3721",1
"3722",1
"3723",1
"3724",1
"3725",1
"3726",1
"3727",1
"3728",1
"3729",1
"3730",1
"3731",1
"3732",1
"3733",1
"3734",1
"3735",1
"3736",1
"3737",1
"3738",1
"3739",1
"3740",1
"3741",1
"3742",1
"3743",1
"3744",1
"3745",1
"3746",1
"3747",1
"3748",1
"3749",1
"3750",1
"3751",1
"3752",1
"3753",1
"3754",1
"3755",1
"3756",1
"3757",1
"3758",1
"3759",1
"3760",1
"3761",1
"3762",1
"3763",1
"3764",1
"3765",1
"3766",1
"3767",1
"3768",1
"3769",1
"3770",1
"3771",1
"3772",1
"3773",1
"3774",1
"3775",0
"3776",0
"3777",0
"3778",0
"3779",0
"3780",0
"3781",0
"3782",0
"3783",0
"3784",0
"3785",0
"3786",0
"3787",0
"3788",0
"3789",0
"3790",0
"3791",0
"3792",0
"3793",0
"3794",0
"3795",0
"3796",1
"3797",1
"3798",1
"3799",1
"3800",1
"3801",1
"3802",1
"3803",1
"3804",1
"3805",1
"3806",1
"3807",1
"3808",1
"3809",1
"3810",1
"3811",1
"3812",1
"3813",1
"3814",1
"3815",1
"3816",1
"3817",1
"3818",1
"3819",1
"3820",1
"3821",1
"3822",1
"3823",1
"3824",1
"3825",1
"3826",1
"3827",1
"3828",1
"3829",1
"3830",1
"3831",1
"3832",1
"3833",1
"3834",1
"3835",1
"3836",1
"3837",1
"3838",1
"3839",1
"3840",1
"3841",1
"3842",1
"3843",1
"3844",1
"3845",1
"3846",1
"3847",1
"3848",1
"3849",1
"3850",1
"3851",1
"3852",1
"3853",1
"3854",1
"3855",1
"3856",1
"3857",1
"3858",1
"3859",1
"3860",1
"3861",1
"3862",1
"3863",0
"3864",0
"3865",0
"3866",0
"3867",0
"3868",0
"3869",0
"3870",0
"3871",0
"3872",0
"3873",1
"3874",1
"3875",1
"3876",1
"3877",1
"3878",1
"3879",1
"3880",1
"3881",1
"3882",1
"3883",1
"3884",1
"3885",1
"3886",1
"3887",1
"3888",1
"3889",1
"3890",0
"3891",0
"3892",1
"3893",1
"3894",1
"3895",1
"3896",1
"3897",1
"3898",1
"3899",1
"3900",1
"3901",1
"3902",1
"3903",1
"3904",1
"3905",1
"3906",1
"3907",1
"3908",1
"3909",1
"3910",1
"3911",1
"3912",1
"3913",1
"3914",1
"3915",1
"3916",1
"3917",1
"3918",1
"3919",1
"3920",1
"3921",1
"3922",1
"3923",1
"3924",1
"3925",1
"3926",1
"3927",1
"3928",1
"3929",1
"3930",1
"3931",1
"3932",1
"3933",1
"3934",1
"3935",1
"3936",1
"3937",1
"3938",1
"3939",1
"3940",1
"3941",1
"3942",1
"3943",1
"3944",1
"3945",1
"3946",1
"3947",1
"3948",1
"3949",1
"3950",1
"3951",1
"3952",1
"3953",1
"3954",1
"3955",1
"3956",1
"3957",1
"3958",1
"3959",1
"3960",1
"3961",1
"3962",1
"3963",1
"3964",1
"3965",1
"3966",1
"3967",1
"3968",1
"3969",1
"3970",1
"3971",1
"3972",1
"3973",1
"3974",1
"3975",1
"3976",1
"3977",1
"3978",1
"3979",1
"3980",1
"3981",1
"3982",1
"3983",1
"3984",1
"3985",1
"3986",1
"3987",1
"3988",1
"3989",1
"3990",1
"3991",1
"3992",1
"3993",1
"3994",1
"3995",1
"3996",1
"3997",1
"3998",1
"3999",1
"4000",1
"4001",1
"4002",1
"4003",1
"4004",1
"4005",1
"4006",1
"4007",1
"4008",1
"4009",1
"4010",1
"4011",1
"4012",1
"4013",1
"4014",1
"4015",1
"4016",1
"4017",1
"4018",1
"4019",1
"4020",1
"4021",1
"4022",1
"4023",1
"4024",1
"4025",1
"4026",1
"4027",1
"4028",1
"4029",1
"4030",1
"4031",1
"4032",1
"4033",1
"4034",1
"4035",1
"4036",1
"4037",1
"4038",1
"4039",1
"4040",1
"4041",1
"4042",1
"4043",1
"4044",1
"4045",1
"4046",1
"4047",1
"4048",1
"4049",1
"4050",1
"4051",1
"4052",1
"4053",1
"4054",1
"4055",1
"4056",1
"4057",1
"4058",1
"4059",1
"4060",1
"4061",1
"4062",1
"4063",1
"4064",1
"4065",1
"4066",1
"4067",1
"4068",1
"4069",1
"4070",1
"4071",1
"4072",1
"4073",1
"4074",1
"4075",1
"4076",1
"4077",1
"4078",1
"4079",1
"4080",1
"4081",1
"4082",1
"4083",1
"4084",1
"4085",1
"4086",1
"4087",1
"4088",1
"4089",1
"4090",1
"4091",1
"4092",1
"4093",1
"4094",1
"4095",1
"4096",1
"4097",1
"4098",1
"4099",1
"4100",1
"4101",0
"4102",1
"4103",1
"4104",1
"4105",1
"4106",1
"4107",1
"4108",1
"4109",1
"4110",1
"4111",1
"4112",1
"4113",1
"4114",1
"4115",1
"4116",1
"4117",1
"4118",1
"4119",1
"4120",1
"4121",1
"4122",1
"4123",1
"4124",1
"4125",1
"4126",1
"4127",1
"4128",1
"4129",1
"4130",1
"4131",1
"4132",1
"4133",1
"4134",1
"4135",1
"4136",1
"4137",1
"4138",1
"4139",1
"4140",1
"4141",1
"4142",1
"4143",1
"4144",1
"4145",1
"4146",1
"4147",1
"4148",1
"4149",1
"4150",1
"4151",1
"4152",1
"4153",1
"4154",1
"4155",1
"4156",0
"4157",0
"4158",0
"4159",0
"4160",0
"4161",0
"4162",0
"4163",0
"4164",0
"4165",0
"4166",0
"4167",0
"4168",0
"4169",0
"4170",0
"4171",0
"4172",0
"4173",1
"4174",0
"4175",0
"4176",0
"4177",0
"4178",0
"4179",0
"4180",0
"4181",0
"4182",0
"4183",0
"4184",0
"4185",0
"4186",0
"4187",0
"4188",0
"4189",0
"4190",0
"4191",0
"4192",0
"4193",0
"4194",0
"4195",0
"4196",0
"4197",0
"4198",0
"4199",0
"4200",0
"4201",0
"4202",0
"4203",0
"4204",0
"4205",0
"4206",0
"4207",0
"4208",0
"4209",0
"4210",0
"4211",0
"4212",0
"4213",0
"4214",0
"4215",0
"4216",0
"4217",0
"4218",0
"4219",0
"4220",0
"4221",0
"4222",0
"4223",0
"4224",0
"4225",0
"4226",0
"4227",0
"4228",0
"4229",0
"4230",0
"4231",0
"4232",0
"4233",0
"4234",0
"4235",0
"4236",0
"4237",0
"4238",0
"4239",0
"4240",0
"4241",0
"4242",0
"4243",0
"4244",0
"4245",0
"4246",0
"4247",0
"4248",0
"4249",0
"4250",0
"4251",0
"4252",0
"4253",0
"4254",0
"4255",0
"4256",0
"4257",0
"4258",0
"4259",0
"4260",0
"4261",0
"4262",0
"4263",0
"4264",0
"4265",0
"4266",0
"4267",0
"4268",0
"4269",0
"4270",0
"4271",0
"4272",0
"4273",0
"4274",0
"4275",0
"4276",0
"4277",0
"4278",0
"4279",0
"4280",0
"4281",0
"4282",0
"4283",0
"4284",0
"4285",0
"4286",0
"4287",0
"4288",0
"4289",0
"4290",0
"4291",0
"4292",0
"4293",0
"4294",0
"4295",0
"4296",0
"4297",0
"4298",0
"4299",0
"4300",0
"4301",0
"4302",0
"4303",0
"4304",0
"4305",0
"4306",0
"4307",0
"4308",0
"4309",0
"4310",0
"4311",0
"4312",0
"4313",0
"4314",0
"4315",0
"4316",0
"4317",0
"4318",0
"4319",0
"4320",0
"4321",0
"4322",0
"4323",0
"4324",0
"4325",0
"4326",0
"4327",0
"4328",0
"4329",0
"4330",0
"4331",0
"4332",0
"4333",0
"4334",0
"4335",0
"4336",0
"4337",0
"4338",0
"4339",0
"4340",0
"4341",0
"4342",0
"4343",0
"4344",0
"4345",1
"4346",1
"4347",1
"4348",1
"4349",1
"4350",1
"4351",1
"4352",1
"4353",1
"4354",1
"4355",1
"4356",1
"4357",1
"4358",1
"4359",1
"4360",1
"4361",1
"4362",1
"4363",1
"4364",1
"4365",1
"4366",1
"4367",1
"4368",1
"4369",1
"4370",1
"4371",1
"4372",1
"4373",1
"4374",1
"4375",1
"4376",1
"4377",1
"4378",1
"4379",1
"4380",1
"4381",1
"4382",1
"4383",1
"4384",1
"4385",1
"4386",1
"4387",1
"4388",1
"4389",1
"4390",1
"4391",1
"4392",1
"4393",1
"4394",1
"4395",1
"4396",1
"4397",1
"4398",1
"4399",1
"4400",1
"4401",1
"4402",1
"4403",1
"4404",1
"4405",1
"4406",1
"4407",1
"4408",1
"4409",1
"4410",1
"4411",1
"4412",1
"4413",1
"4414",1
"4415",1
"4416",1
"4417",1
"4418",1
"4419",1
"4420",1
"4421",1
"4422",1
"4423",1
"4424",1
"4425",1
"4426",1
"4427",1
"4428",1
"4429",1
"4430",1
"4431",1
"4432",1
"4433",1
"4434",1
"4435",1
"4436",1
"4437",1
"4438",1
"4439",1
"4440",1
"4441",1
"4442",1
"4443",1
"4444",1
"4445",1
"4446",1
"4447",0
"4448",0
"4449",0
"4450",0
"4451",0
"4452",0
"4453",0
"4454",0
"4455",0
"4456",0
"4457",0
"4458",1
"4459",1
"4460",1
"4461",1
"4462",1
"4463",1
"4464",1
"4465",1
"4466",1
"4467",1
"4468",1
"4469",1
"4470",1
"4471",1
"4472",1
"4473",1
"4474",1
"4475",1
"4476",1
"4477",1
"4478",1
"4479",1
"4480",1
"4481",1
"4482",1
"4483",1
"4484",1
"4485",1
"4486",1
"4487",1
"4488",1
"4489",1
"4490",0
"4491",0
"4492",0
"4493",0
"4494",1
"4495",1
"4496",1
"4497",1
"4498",1
"4499",1
"4500",1
"4501",1
"4502",1
"4503",1
"4504",1
"4505",1
"4506",1
"4507",1
"4508",1
"4509",1
"4510",1
"4511",1
"4512",1
"4513",1
"4514",1
"4515",1
"4516",1
"4517",1
"4518",1
"4519",1
"4520",1
"4521",1
"4522",1
"4523",1
"4524",1
"4525",1
"4526",1
"4527",1
"4528",1
"4529",1
"4530",1
"4531",1
"4532",1
"4533",1
"4534",1
"4535",1
"4536",1
"4537",1
"4538",1
"4539",1
"4540",1
"4541",1
"4542",1
"4543",1
"4544",1
"4545",1
"4546",1
"4547",1
"4548",1
"4549",1
"4550",1
"4551",1
"4552",1
"4553",1
"4554",1
"4555",1
"4556",1
"4557",1
"4558",1
"4559",1
"4560",1
"4561",1
"4562",1
"4563",1
"4564",1
"4565",1
"4566",1
"4567",1
"4568",1
"4569",1
"4570",1
"4571",1
"4572",1
"4573",1
"4574",1
"4575",1
"4576",1
"4577",1
"4578",1
"4579",1
"4580",1
"4581",1
"4582",1
"4583",1
"4584",1
"4585",1
"4586",1
"4587",1
"4588",1
"4589",1
"4590",1
"4591",1
"4592",1
"4593",1
"4594",1
"4595",1
"4596",1
"4597",1
"4598",1
"4599",1
"4600",1
"4601",1
"4602",1
"4603",1
"4604",1
"4605",1
"4606",1
"4607",1
"4608",1
"4609",1
"4610",1
"4611",1
"4612",1
"4613",1
"4614",1
"4615",0
"4616",0
"4617",0
"4618",0
"4619",0
"4620",0
"4621",0
"4622",0
"4623",0
"4624",0
"4625",0
"4626",0
"4627",0
"4628",0
"4629",0
"4630",0
"4631",0
"4632",0
"4633",0
"4634",0
"4635",0
"4636",0
"4637",0
"4638",0
"4639",0
"4640",0
"4641",0
"4642",0
"4643",0
"4644",0
"4645",0
"4646",0
"4647",0
"4648",0
"4649",0
"4650",0
"4651",0
"4652",0
"4653",0
"4654",0
"4655",0
"4656",0
"4657",0
"4658",0
"4659",0
"4660",0
"4661",0
"4662",0
"4663",0
"4664",0
"4665",0
"4666",0
"4667",0
"4668",0
"4669",0
"4670",0
"4671",0
"4672",0
"4673",0
"4674",0
"4675",0
"4676",0
"4677",0
"4678",0
"4679",0
"4680",0
"4681",0
"4682",1
"4683",1
"4684",1
"4685",1
"4686",1
"4687",1
"4688",1
"4689",1
"4690",1
"4691",1
"4692",1
"4693",1
"4694",1
"4695",1
"4696",1
"4697",1
"4698",1
"4699",1
"4700",1
"4701",1
"4702",1
"4703",1
"4704",1
"4705",1
"4706",1
"4707",1
"4708",1
"4709",1
"4710",1
"4711",1
"4712",1
"4713",1
"4714",1
"4715",1
"4716",1
"4717",1
"4718",1
"4719",1
"4720",1
"4721",1
"4722",1
"4723",1
"4724",1
"4725",1
"4726",1
"4727",1
"4728",1
"4729",1
"4730",1
"4731",1
"4732",1
"4733",1
"4734",1
"4735",1
"4736",1
"4737",1
"4738",1
"4739",1
"4740",1
"4741",1
"4742",1
"4743",1
"4744",1
"4745",1
"4746",1
"4747",1
"4748",1
"4749",1
"4750",1
"4751",1
"4752",1
"4753",1
"4754",1
"4755",1
"4756",1
"4757",1
"4758",1
"4759",1
"4760",1
"4761",1
"4762",1
"4763",1
"4764",1
"4765",1
"4766",1
"4767",1
"4768",1
"4769",1
"4770",1
"4771",1
"4772",1
"4773",1
"4774",1
"4775",1
"4776",1
"4777",1
"4778",1
"4779",1
"4780",1
"4781",1
"4782",1
"4783",1
"4784",1
"4785",1
"4786",1
"4787",1
"4788",1
"4789",1
"4790",1
"4791",1
"4792",1
"4793",1
"4794",1
"4795",1
"4796",1
"4797",1
"4798",1
"4799",1
"4800",1
"4801",1
"4802",1
"4803",1
"4804",1
"4805",1
"4806",1
"4807",1
"4808",1
"4809",1
"4810",1
"4811",1
"4812",1
"4813",1
"4814",1
"4815",1
"4816",1
"4817",1
"4818",1
"4819",1
"4820",1
"4821",1
"4822",1
"4823",1
"4824",1
"4825",1
"4826",1
"4827",1
"4828",1
"4829",1
"4830",1
